Data,Czas,Data,Produkt,ISIN,Opis,Kurs,Zmiana,,Saldo,,Identyfikator zlecenia
16-04-2020,00:00,15-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,12",EUR,"2259,61",
15-04-2020,18:14,15-04-2020,HOME DEPOT INC. (THE),US4370761029,FX Credit,"1,0898",USD,"197,47",USD,"0,00",ef88258c-a189-4f5c-b4ff-e18ccc7201f0
15-04-2020,18:14,15-04-2020,HOME DEPOT INC. (THE),US4370761029,FX Withdrawal,,EUR,"-181,20",EUR,"2259,73",ef88258c-a189-4f5c-b4ff-e18ccc7201f0
15-04-2020,18:14,15-04-2020,HOME DEPOT INC. (THE),US4370761029,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2440,93",ef88258c-a189-4f5c-b4ff-e18ccc7201f0
15-04-2020,18:14,15-04-2020,HOME DEPOT INC. (THE),US4370761029,"Kupno 1 HOME DEPOT INC. (THE)@197,47 USD (US4370761029)",,USD,"-197,47",USD,"-197,46",ef88258c-a189-4f5c-b4ff-e18ccc7201f0
15-04-2020,15:45,15-04-2020,CCC SA,PLCCC0000016,FX Credit,"4,5417",PLN,"235,90",PLN,"6,02",73661774-0146-4d36-aa30-285e82832de2
15-04-2020,15:45,15-04-2020,CCC SA,PLCCC0000016,FX Withdrawal,,EUR,"-51,94",EUR,"2441,43",73661774-0146-4d36-aa30-285e82832de2
15-04-2020,15:45,15-04-2020,CCC SA,PLCCC0000016,DEGIRO Opłata Transakcyjna,,EUR,"-0,22",EUR,"2493,37",73661774-0146-4d36-aa30-285e82832de2
15-04-2020,15:45,15-04-2020,CCC SA,PLCCC0000016,DEGIRO Opłata Transakcyjna,,EUR,"-0,05",EUR,"2493,59",73661774-0146-4d36-aa30-285e82832de2
15-04-2020,15:45,15-04-2020,CCC SA,PLCCC0000016,"Kupno 5 CCC SA@47,18 PLN (PLCCC0000016)",,PLN,"-235,90",PLN,"-229,88",73661774-0146-4d36-aa30-285e82832de2
15-04-2020,15:43,15-04-2020,EUR/PLN,,FX Withdrawal,"4,5400",PLN,"-5993,98",PLN,"6,02",
15-04-2020,15:43,15-04-2020,EUR/PLN,,FX Credit,,EUR,"1320,00",EUR,"2493,64",
15-04-2020,12:49,15-04-2020,,,Depozyt,,PLN,"2000,00",PLN,"6000,00",
15-04-2020,12:49,15-04-2020,,,Depozyt,,PLN,"2000,00",PLN,"4000,00",
15-04-2020,12:49,15-04-2020,,,Depozyt,,PLN,"2000,00",PLN,"2000,00",
15-04-2020,12:05,14-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 1 234,212 przy 0,9862 EUR",,,,EUR,"1173,64",
15-04-2020,07:04,14-04-2020,,,FX Withdrawal,,EUR,"-0,03",EUR,"1173,64",
15-04-2020,07:04,14-04-2020,,,FX Withdrawal,"4,5188",PLN,"0,15",PLN,"0,00",
14-04-2020,15:54,14-04-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,FX Credit,"1,0949",USD,"176,42",USD,"0,00",01d652ba-a6db-435b-84d1-e725b4098f14
14-04-2020,15:54,14-04-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,FX Withdrawal,,EUR,"-161,13",EUR,"1173,67",01d652ba-a6db-435b-84d1-e725b4098f14
14-04-2020,15:54,14-04-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1334,80",01d652ba-a6db-435b-84d1-e725b4098f14
14-04-2020,15:54,14-04-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,"Kupno 1 ACCENTURE PLC. CLASS A@176,42 USD (IE00B4BNMY34)",,USD,"-176,42",USD,"-176,42",01d652ba-a6db-435b-84d1-e725b4098f14
14-04-2020,15:51,14-04-2020,INTEL CORPORATION - CO,US4581401001,FX Credit,"1,0946",USD,"121,34",USD,"0,00",6b866516-48de-4f47-b927-f53cd1107042
14-04-2020,15:51,14-04-2020,INTEL CORPORATION - CO,US4581401001,FX Withdrawal,,EUR,"-110,85",EUR,"1335,30",6b866516-48de-4f47-b927-f53cd1107042
14-04-2020,15:51,14-04-2020,INTEL CORPORATION - CO,US4581401001,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1446,15",6b866516-48de-4f47-b927-f53cd1107042
14-04-2020,15:51,14-04-2020,INTEL CORPORATION - CO,US4581401001,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"1446,65",6b866516-48de-4f47-b927-f53cd1107042
14-04-2020,15:51,14-04-2020,INTEL CORPORATION - CO,US4581401001,"Kupno 2 INTEL CORPORATION - CO@60,67 USD (US4581401001)",,USD,"-121,34",USD,"-121,34",6b866516-48de-4f47-b927-f53cd1107042
14-04-2020,15:46,14-04-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,"1,0951",USD,"1234,00",USD,"0,00",f9b2f76a-10f9-4cc9-a450-eabfb85a8aa5
14-04-2020,15:46,14-04-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,,EUR,"-1126,83",EUR,"1446,66",f9b2f76a-10f9-4cc9-a450-eabfb85a8aa5
14-04-2020,15:46,14-04-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2573,49",f9b2f76a-10f9-4cc9-a450-eabfb85a8aa5
14-04-2020,15:46,14-04-2020,ALPHABET INC. - CLASS A,US02079K3059,Kupno 1 ALPHABET INC. - CLASS A@1 234 USD (US02079K3059),,USD,"-1234,00",USD,"-1234,00",f9b2f76a-10f9-4cc9-a450-eabfb85a8aa5
14-04-2020,15:38,14-04-2020,AGORA SA,PLAGORA00067,FX Credit,"4,5434",PLN,"224,40",PLN,"-0,15",251907e6-871a-437d-a8fc-7a8bb0fc5fb0
14-04-2020,15:38,14-04-2020,AGORA SA,PLAGORA00067,FX Withdrawal,,EUR,"-49,39",EUR,"2573,99",251907e6-871a-437d-a8fc-7a8bb0fc5fb0
14-04-2020,15:38,14-04-2020,AGORA SA,PLAGORA00067,DEGIRO Opłata Transakcyjna,,EUR,"-0,22",EUR,"2623,38",251907e6-871a-437d-a8fc-7a8bb0fc5fb0
14-04-2020,15:38,14-04-2020,AGORA SA,PLAGORA00067,DEGIRO Opłata Transakcyjna,,EUR,"-0,04",EUR,"2623,60",251907e6-871a-437d-a8fc-7a8bb0fc5fb0
14-04-2020,15:38,14-04-2020,AGORA SA,PLAGORA00067,"Kupno 30 AGORA SA@7,48 PLN (PLAGORA00067)",,PLN,"-224,40",PLN,"-224,55",251907e6-871a-437d-a8fc-7a8bb0fc5fb0
14-04-2020,15:36,14-04-2020,EUR/PLN,,FX Withdrawal,"4,5451",PLN,"-2000,15",PLN,"-0,15",
14-04-2020,15:36,14-04-2020,EUR/PLN,,FX Credit,,EUR,"440,00",EUR,"2623,64",
14-04-2020,13:13,14-04-2020,,,Depozyt,,PLN,"2000,00",PLN,"2000,00",
14-04-2020,09:06,14-04-2020,CCC SA,PLCCC0000016,FX Credit,"4,5484",PLN,"201,00",PLN,"0,00",d1619ce4-18ab-4577-bd37-aa080bfff753
14-04-2020,09:06,14-04-2020,CCC SA,PLCCC0000016,FX Withdrawal,,EUR,"-44,19",EUR,"2183,64",d1619ce4-18ab-4577-bd37-aa080bfff753
14-04-2020,09:06,14-04-2020,CCC SA,PLCCC0000016,DEGIRO Opłata Transakcyjna,,EUR,"-0,22",EUR,"2227,83",d1619ce4-18ab-4577-bd37-aa080bfff753
14-04-2020,09:06,14-04-2020,CCC SA,PLCCC0000016,DEGIRO Opłata Transakcyjna,,EUR,"-0,04",EUR,"2228,05",d1619ce4-18ab-4577-bd37-aa080bfff753
14-04-2020,09:06,14-04-2020,CCC SA,PLCCC0000016,"Kupno 5 CCC SA@40,2 PLN (PLCCC0000016)",,PLN,"-201,00",PLN,"-201,00",d1619ce4-18ab-4577-bd37-aa080bfff753
13-04-2020,18:27,13-04-2020,MICROSOFT CORPORATION,US5949181045,FX Credit,"1,0902",USD,"326,14",USD,"0,00",55c475ad-9a37-4b90-815e-32ad96340833
13-04-2020,18:27,13-04-2020,MICROSOFT CORPORATION,US5949181045,FX Withdrawal,,EUR,"-299,15",EUR,"2228,09",55c475ad-9a37-4b90-815e-32ad96340833
13-04-2020,18:27,13-04-2020,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2527,24",55c475ad-9a37-4b90-815e-32ad96340833
13-04-2020,18:27,13-04-2020,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"2527,74",55c475ad-9a37-4b90-815e-32ad96340833
13-04-2020,18:27,13-04-2020,MICROSOFT CORPORATION,US5949181045,"Kupno 2 MICROSOFT CORPORATION@163,07 USD (US5949181045)",,USD,"-326,14",USD,"-326,14",55c475ad-9a37-4b90-815e-32ad96340833
13-04-2020,17:09,13-04-2020,NETFLIX INC. - COMMON,US64110L1061,FX Withdrawal,"1,0905",USD,"-384,01",USD,"0,00",ab602a7f-71c0-4936-8913-ab94a8d7b2a0
13-04-2020,17:09,13-04-2020,NETFLIX INC. - COMMON,US64110L1061,FX Credit,,EUR,"352,14",EUR,"2527,75",ab602a7f-71c0-4936-8913-ab94a8d7b2a0
13-04-2020,17:09,13-04-2020,NETFLIX INC. - COMMON,US64110L1061,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2175,61",ab602a7f-71c0-4936-8913-ab94a8d7b2a0
13-04-2020,17:09,13-04-2020,NETFLIX INC. - COMMON,US64110L1061,"Sprzedaż 1 NETFLIX INC. - COMMON@384,01 USD (US64110L1061)",,USD,"384,01",USD,"384,02",ab602a7f-71c0-4936-8913-ab94a8d7b2a0
13-04-2020,16:32,13-04-2020,WALT DISNEY COMPANY (T,US2546871060,FX Credit,"1,0904",USD,"100,30",USD,"0,00",9671875d-d440-4f05-8ff5-3b1fd2d22fca
13-04-2020,16:32,13-04-2020,WALT DISNEY COMPANY (T,US2546871060,FX Withdrawal,,EUR,"-91,98",EUR,"2176,11",9671875d-d440-4f05-8ff5-3b1fd2d22fca
13-04-2020,16:32,13-04-2020,WALT DISNEY COMPANY (T,US2546871060,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2268,09",9671875d-d440-4f05-8ff5-3b1fd2d22fca
13-04-2020,16:32,13-04-2020,WALT DISNEY COMPANY (T,US2546871060,"Kupno 1 WALT DISNEY COMPANY (T@100,3 USD (US2546871060)",,USD,"-100,30",USD,"-100,30",9671875d-d440-4f05-8ff5-3b1fd2d22fca
13-04-2020,16:26,13-04-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,FX Credit,"1,0905",USD,"170,90",USD,"0,00",ac782638-91da-4319-a644-1cdb76688abb
13-04-2020,16:26,13-04-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,FX Withdrawal,,EUR,"-156,72",EUR,"2268,59",ac782638-91da-4319-a644-1cdb76688abb
13-04-2020,16:26,13-04-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2425,31",ac782638-91da-4319-
,,,,,,,,,,,a644-1cdb76688abb
13-04-2020,16:26,13-04-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,"Kupno 1 ACCENTURE PLC. CLASS A@170,9 USD (IE00B4BNMY34)",,USD,"-170,90",USD,"-170,90",ac782638-91da-4319-a644-1cdb76688abb
13-04-2020,16:21,13-04-2020,ADOBE SYSTEMS INCORPOR,US00724F1012,FX Credit,"1,0903",USD,"315,00",USD,"0,00",e02ad5c7-5797-4681-9e21-021ebd3b33e8
13-04-2020,16:21,13-04-2020,ADOBE SYSTEMS INCORPOR,US00724F1012,FX Withdrawal,,EUR,"-288,91",EUR,"2425,81",e02ad5c7-5797-4681-9e21-021ebd3b33e8
13-04-2020,16:21,13-04-2020,ADOBE SYSTEMS INCORPOR,US00724F1012,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2714,72",e02ad5c7-5797-4681-9e21-021ebd3b33e8
13-04-2020,16:21,13-04-2020,ADOBE SYSTEMS INCORPOR,US00724F1012,Kupno 1 ADOBE SYSTEMS INCORPOR@315 USD (US00724F1012),,USD,"-315,00",USD,"-315,00",e02ad5c7-5797-4681-9e21-021ebd3b33e8
13-04-2020,16:15,13-04-2020,NETFLIX INC. - COMMON,US64110L1061,FX Withdrawal,"1,0925",USD,"-382,66",USD,"0,00",2b367a10-8bf2-4bcd-9acb-b1eca5ffae49
13-04-2020,16:15,13-04-2020,NETFLIX INC. - COMMON,US64110L1061,FX Credit,,EUR,"350,26",EUR,"2715,22",2b367a10-8bf2-4bcd-9acb-b1eca5ffae49
13-04-2020,16:15,13-04-2020,NETFLIX INC. - COMMON,US64110L1061,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2364,96",2b367a10-8bf2-4bcd-9acb-b1eca5ffae49
13-04-2020,16:15,13-04-2020,NETFLIX INC. - COMMON,US64110L1061,"Sprzedaż 1 NETFLIX INC. - COMMON@382,66 USD (US64110L1061)",,USD,"382,66",USD,"382,66",2b367a10-8bf2-4bcd-9acb-b1eca5ffae49
11-04-2020,06:44,10-04-2020,,,FX Withdrawal,,EUR,"-0,18",EUR,"2365,46",
11-04-2020,06:44,10-04-2020,,,FX Withdrawal,"4,5537",PLN,"0,83",PLN,"0,00",
10-04-2020,17:20,10-04-2020,EUR/PLN,,FX Withdrawal,"4,5558",PLN,"-2000,83",PLN,"-0,83",
10-04-2020,17:20,10-04-2020,EUR/PLN,,FX Credit,,EUR,"439,00",EUR,"2365,64",
10-04-2020,13:32,10-04-2020,,,Depozyt,,PLN,"2000,00",PLN,"2000,00",
10-04-2020,06:56,09-04-2020,,,FX Withdrawal,,EUR,"5,35",EUR,"1926,64",
10-04-2020,06:56,09-04-2020,,,FX Withdrawal,"4,5475",PLN,"-24,37",PLN,"0,00",
09-04-2020,19:43,09-04-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,"1,0937",USD,"1212,89",USD,"0,00",44504c7e-b47b-4370-99d0-e2dfd5dd9ae4
09-04-2020,19:43,09-04-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,,EUR,"-1108,97",EUR,"1921,29",44504c7e-b47b-4370-99d0-e2dfd5dd9ae4
09-04-2020,19:43,09-04-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3030,26",44504c7e-b47b-4370-99d0-e2dfd5dd9ae4
09-04-2020,19:43,09-04-2020,ALPHABET INC. - CLASS A,US02079K3059,"Kupno 1 ALPHABET INC. - CLASS A@1 212,89 USD (US02079K3059)",,USD,"-1212,89",USD,"-1212,88",44504c7e-b47b-4370-99d0-e2dfd5dd9ae4
09-04-2020,19:42,09-04-2020,ALIBABA GROUP HOLDING,US01609W1027,FX Credit,"1,0934",USD,"195,78",USD,"0,00",7e780fce-1e87-4057-a9a7-97fa44176f29
09-04-2020,19:42,09-04-2020,ALIBABA GROUP HOLDING,US01609W1027,FX Withdrawal,,EUR,"-179,05",EUR,"3030,76",7e780fce-1e87-4057-a9a7-97fa44176f29
09-04-2020,19:42,09-04-2020,ALIBABA GROUP HOLDING,US01609W1027,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3209,81",7e780fce-1e87-4057-a9a7-97fa44176f29
09-04-2020,19:42,09-04-2020,ALIBABA GROUP HOLDING,US01609W1027,"Kupno 1 ALIBABA GROUP HOLDING@195,775 USD (US01609W1027)",,USD,"-195,78",USD,"-195,78",7e780fce-1e87-4057-a9a7-97fa44176f29
09-04-2020,17:26,09-04-2020,NETFLIX INC. - COMMON,US64110L1061,FX Credit,"1,0925",USD,"364,34",USD,"0,00",edf7aa9c-5f6b-46bc-8e96-2859a2f00906
09-04-2020,17:26,09-04-2020,NETFLIX INC. - COMMON,US64110L1061,FX Withdrawal,,EUR,"-333,49",EUR,"3210,31",edf7aa9c-5f6b-46bc-8e96-2859a2f00906
09-04-2020,17:26,09-04-2020,NETFLIX INC. - COMMON,US64110L1061,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3543,80",edf7aa9c-5f6b-46bc-8e96-2859a2f00906
09-04-2020,17:26,09-04-2020,NETFLIX INC. - COMMON,US64110L1061,"Kupno 1 NETFLIX INC. - COMMON@364,34 USD (US64110L1061)",,USD,"-364,34",USD,"-364,34",edf7aa9c-5f6b-46bc-8e96-2859a2f00906
09-04-2020,17:16,09-04-2020,BAYER AG,DE000BAY0017,DEGIRO Opłata Transakcyjna,,EUR,"-4,00",EUR,"3544,30",9efe24d7-7810-4ef7-8cd2-22e2e997e451
09-04-2020,17:16,09-04-2020,BAYER AG,DE000BAY0017,DEGIRO Opłata Transakcyjna,,EUR,"-0,09",EUR,"3548,30",9efe24d7-7810-4ef7-8cd2-22e2e997e451
09-04-2020,17:16,09-04-2020,BAYER AG,DE000BAY0017,"Sprzedaż 3 Bayer AG@57,21 EUR (DE000BAY0017)",,EUR,"171,63",EUR,"3548,39",9efe24d7-7810-4ef7-8cd2-22e2e997e451
09-04-2020,17:15,09-04-2020,EUR/PLN,,FX Withdrawal,"4,5413",PLN,"-1975,63",PLN,"24,37",
09-04-2020,17:15,09-04-2020,EUR/PLN,,FX Credit,,EUR,"435,00",EUR,"3376,76",
09-04-2020,17:13,09-04-2020,CITIGROUP INC. COMMON,US1729674242,FX Withdrawal,"1,0951",USD,"-142,86",USD,"0,00",6036cc8b-6352-44e0-ba77-b010814b3da8
09-04-2020,17:13,09-04-2020,CITIGROUP INC. COMMON,US1729674242,FX Credit,,EUR,"130,45",EUR,"2941,76",6036cc8b-6352-44e0-ba77-b010814b3da8
09-04-2020,17:13,09-04-2020,CITIGROUP INC. COMMON,US1729674242,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2811,31",6036cc8b-6352-44e0-ba77-b010814b3da8
09-04-2020,17:13,09-04-2020,CITIGROUP INC. COMMON,US1729674242,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"2811,81",6036cc8b-6352-44e0-ba77-b010814b3da8
09-04-2020,17:13,09-04-2020,CITIGROUP INC. COMMON,US1729674242,"Sprzedaż 3 CITIGROUP INC. COMMON@47,62 USD (US1729674242)",,USD,"142,86",USD,"142,86",6036cc8b-6352-44e0-ba77-b010814b3da8
09-04-2020,17:10,09-04-2020,PROCTER & GAMBLE COMPA,US7427181091,FX Withdrawal,"1,0943",USD,"-235,00",USD,"0,00",40629095-b12d-443d-b17a-1e6c8b8c5b57
09-04-2020,17:10,09-04-2020,PROCTER & GAMBLE COMPA,US7427181091,FX Credit,,EUR,"214,75",EUR,"2811,82",40629095-b12d-443d-b17a-1e6c8b8c5b57
09-04-2020,17:10,09-04-2020,PROCTER & GAMBLE COMPA,US7427181091,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2597,07",40629095-b12d-443d-b17a-1e6c8b8c5b57
09-04-2020,17:10,09-04-2020,PROCTER & GAMBLE COMPA,US7427181091,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"2597,57",40629095-b12d-443d-b17a-1e6c8b8c5b57
09-04-2020,17:10,09-04-2020,PROCTER & GAMBLE COMPA,US7427181091,"Sprzedaż 2 PROCTER & GAMBLE COMPA@117,5 USD (US7427181091)",,USD,"235,00",USD,"235,00",40629095-b12d-443d-b17a-1e6c8b8c5b57
09-04-2020,14:12,09-04-2020,,,Depozyt,,PLN,"2000,00",PLN,"2000,00",
09-04-2020,12:06,08-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 0,2138 przy  0,9862 EUR",,,,EUR,"2597,58",
09-04-2020,07:00,08-04-2020,,,FX Withdrawal,,EUR,"32,31",EUR,"2597,58",
09-04-2020,07:00,08-04-2020,,,FX Withdrawal,"4,5310",PLN,"-146,44",PLN,"0,00",
08-04-2020,18:54,08-04-2020,CITIGROUP INC. COMMON,US1729674242,FX Credit,"1,0848",USD,"130,71",USD,"0,00",eb1a19b1-bbd8-46cd-929a-9cf57db36a2a
08-04-2020,18:54,08-04-2020,CITIGROUP INC. COMMON,US1729674242,FX Withdrawal,,EUR,"-120,49",EUR,"2565,27",eb1a19b1-bbd8-46cd-929a-9cf57db36a2a
08-04-2020,18:54,08-04-2020,CITIGROUP INC. COMMON,US1729674242,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2685,76",eb1a19b1-bbd8-46cd-929a-9cf57db36a2a
08-04-2020,18:54,08-04-2020,CITIGROUP INC. COMMON,US1729674242,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"2686,26",eb1a19b1-bbd8-46cd-929a-9cf57db36a2a
08-04-2020,18:54,08-04-2020,CITIGROUP INC. COMMON,US1729674242,"Kupno 3 CITIGROUP INC. COMMON@43,57 USD (US1729674242)",,USD,"-130,71",USD,"-130,71",eb1a19b1-bbd8-46cd-929a-9cf57db36a2a
08-04-2020,18:54,08-04-2020,PROCTER & GAMBLE COMPA,US7427181091,FX Credit,"1,0847",USD,"228,54",USD,"0,00",9729b1e3-84fc-4ee8-a97c-d1d67ddb7c4e
08-04-2020,18:54,08-04-2020,PROCTER & GAMBLE COMPA,US7427181091,FX Withdrawal,,EUR,"-210,69",EUR,"2686,27",9729b1e3-84fc-4ee8-a97c-d1d67ddb7c4e
08-04-2020,18:54,08-04-2020,PROCTER & GAMBLE COMPA,US7427181091,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2896,96",9729b1e3-84fc-4ee8-a97c-d1d67ddb7c4e
08-04-2020,18:54,08-04-2020,PROCTER & GAMBLE COMPA,US7427181091,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"2897,46",9729b1e3-84fc-4ee8-a97c-d1d67ddb7c4e
08-04-2020,18:54,08-04-2020,PROCTER & GAMBLE COMPA,US7427181091,"Kupno 2 PROCTER & GAMBLE COMPA@114,27 USD (US7427181091)",,USD,"-228,54",USD,"-228,54",9729b1e3-84fc-4ee8-a97c-d1d67ddb7c4e
08-04-2020,18:47,08-04-2020,NETFLIX INC. - COMMON,US64110L1061,FX Credit,"1,0849",USD,"372,00",USD,"0,00",3151cd81-7106-40ae-9f1c-2982de057c47
08-04-2020,18:47,08-04-2020,NETFLIX INC. - COMMON,US64110L1061,FX Withdrawal,,EUR,"-342,88",EUR,"2897,47",3151cd81-7106-40ae-9f1c-2982de057c47
08-04-2020,18:47,08-04-2020,NETFLIX INC. - COMMON,US64110L1061,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3240,35",3151cd81-7106-40ae-9f1c-2982de057c47
08-04-2020,18:47,08-04-2020,NETFLIX INC. - COMMON,US64110L1061,Kupno 1 NETFLIX INC. - COMMON@372 USD (US64110L1061),,USD,"-372,00",USD,"-372,00",3151cd81-7106-40ae-9f1c-2982de057c47
08-04-2020,17:22,08-04-2020,EUR/PLN,,FX Withdrawal,"4,5328",PLN,"-3853,56",PLN,"146,44",
08-04-2020,17:22,08-04-2020,EUR/PLN,,FX Credit,,EUR,"850,00",EUR,"3240,85",
08-04-2020,13:01,08-04-2020,,,Depozyt,,PLN,"2000,00",PLN,"4000,00",
08-04-2020,13:01,08-04-2020,,,Depozyt,,PLN,"2000,00",PLN,"2000,00",
08-04-2020,12:05,07-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 2 108,6273 przy  0,9863 EUR",,EUR,"-0,21",EUR,"2390,85",
08-04-2020,00:00,07-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,03",EUR,"2391,06",
07-04-2020,12:05,06-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 300,2534 przy  0,9864 EUR",,EUR,"-0,03",EUR,"2391,10",
07-04-2020,07:01,06-04-2020,,,FX Withdrawal,,EUR,"25,68",EUR,"2391,13",
07-04-2020,07:01,06-04-2020,,,FX Withdrawal,"4,5600",PLN,"-117,12",PLN,"0,00",
07-04-2020,00:00,06-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,00",EUR,"2365,45",
06-04-2020,17:24,06-04-2020,EUR/PLN,,FX Withdrawal,"4,5674",PLN,"-3882,88",PLN,"117,12",
06-04-2020,17:24,06-04-2020,EUR/PLN,,FX Credit,,EUR,"850,00",EUR,"2365,45",
06-04-2020,17:21,06-04-2020,,,Depozyt,,PLN,"4000,00",PLN,"4000,00",
06-04-2020,17:12,06-04-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,FX Withdrawal,"1,0814",USD,"-162,51",USD,"0,00",fdba8c86-6c5c-4153-ad4a-6f6acc858363
06-04-2020,17:12,06-04-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,FX Credit,,EUR,"150,28",EUR,"1515,45",fdba8c86-6c5c-4153-ad4a-6f6acc858363
06-04-2020,17:12,06-04-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1365,17",fdba8c86-6c5c-4153-ad4a-6f6acc858363
06-04-2020,17:12,06-04-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,"Sprzedaż 1 ACCENTURE PLC. CLASS A@162,51 USD (IE00B4BNMY34)",,USD,"162,51",USD,"162,51",fdba8c86-6c5c-4153-ad4a-6f6acc858363
06-04-2020,16:07,06-04-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,"1,0806",USD,"-1140,00",USD,"0,00",0dc299d4-2af7-4f2b-aa1a-b4aeb3706b1f
06-04-2020,16:07,06-04-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,,EUR,"1054,99",EUR,"1365,67",0dc299d4-2af7-4f2b-aa1a-b4aeb3706b1f
06-04-2020,16:07,06-04-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"310,68",0dc299d4-2af7-4f2b-aa1a-b4aeb3706b1f
06-04-2020,16:07,06-04-2020,ALPHABET INC. - CLASS A,US02079K3059,Sprzedaż 1 ALPHABET INC. - CLASS A@1 140 USD (US02079K3059),,USD,"1140,00",USD,"1140,00",0dc299d4-2af7-4f2b-aa1a-b4aeb3706b1f
06-04-2020,12:05,03-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 1 023,9862 przy 0,9864 EUR",,,,EUR,"311,18",
04-04-2020,06:46,03-04-2020,,,FX Withdrawal,,EUR,"285,81",EUR,"311,18",
04-04-2020,06:46,03-04-2020,,,FX Withdrawal,"4,5935",PLN,"-1312,88",PLN,"0,00",
03-04-2020,19:27,03-04-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,FX Credit,"1,0780",USD,"150,00",USD,"0,00",80cd5b8e-fe5d-4b41-8701-1a8b6fa7588c
03-04-2020,19:27,03-04-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,FX Withdrawal,,EUR,"-139,14",EUR,"25,37",80cd5b8e-fe5d-4b41-8701-1a8b6fa7588c
03-04-2020,19:27,03-04-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"164,51",80cd5b8e-fe5d-4b41-8701-1a8b6fa7588c
